2015-09-13,12:00,BART,2m,54.250690,20.815439,139,180,65.228996,57.440742,291.208496,61.143063,1015.960571,
2015-09-13,12:00,BBYS,interp,48.751808,19.150999,122,24,444.002014,415.798767,292.998871,48.188427,971.414062,
2015-09-13,12:00,BIAL,2m,53.132080,23.138750,180,153,163.179001,159.666626,291.573578,53.968739,1005.342102,
2015-09-13,12:00,BILG,2m,50.531502,22.718580,182,80,209.287994,199.008224,294.391357,45.523838,998.551147,
2015-09-13,12:00,BOGI,interp,52.474998,21.035219,147,131,109.163002,76.049057,291.295319,63.108833,1013.031860,
2015-09-13,12:00,BOGO,interp,52.475941,21.035330,147,131,118.807999,76.049057,291.063446,63.822090,1013.031860,
2015-09-13,12:00,BOR1,interp,52.276939,17.073469,80,121,89.070999,70.629730,296.756409,47.295765,1008.535095,
2015-09-13,12:00,BPDL,2m,52.035278,23.127359,184,122,167.332993,160.143936,292.672302,52.308193,1004.612732,
2015-09-13,12:00,BRSK,2m,52.741081,22.838610,176,141,139.964996,144.188492,291.295959,57.569874,1006.750549,
2015-09-13,12:00,BUZD,interp,50.466221,20.718941,146,74,261.860992,238.669373,295.573822,37.991901,992.009460,
2015-09-13,12:00,BYDG,2m,53.134560,17.993641,94,146,73.817001,72.225929,293.449280,58.431496,1010.026978,
2015-09-13,12:00,CCHN,interp,52.882778,20.597830,139,141,136.837997,117.037025,290.788055,64.407181,1007.976379,
2015-09-13,12:00,CFRM,interp,49.684811,18.353189,105,50,330.834991,311.812439,294.249847,45.242676,981.986877,
2015-09-13,12:00,CHEL,interp,51.130001,23.480419,193,98,225.889008,192.597015,292.346985,52.262486,1000.411743,
2015-09-13,12:00,CHNO,interp,53.164059,15.414060,51,145,70.629997,58.006088,295.178345,54.653595,1008.480225,
2015-09-13,12:00,CHOJ,2m,53.695190,17.552361,86,161,173.335999,171.235291,292.181152,62.063789,998.744446,
2015-09-13,12:00,CLIB,2m,50.771690,15.059890,46,78,405.160004,448.088135,296.522827,47.562881,962.615234,
2015-09-13,12:00,CPAR,interp,50.039558,15.783250,59,58,239.246002,217.943283,297.118896,46.689960,989.315002,
2015-09-13,12:00,DRES,interp,51.029831,13.729690,22,86,159.828995,136.695953,296.070862,49.462139,996.424072,
2015-09-13,12:00,DRWP,interp,53.526329,15.817470,58,155,136.826004,115.104370,293.588715,58.182919,1002.584595,
