2015-09-12,06:00,BART,2m,54.250690,20.815439,139,180,65.228996,57.440742,286.467285,67.165390,1019.501160,
2015-09-12,06:00,BBYS,interp,48.751808,19.150999,122,24,444.002014,415.798767,285.872559,87.845406,973.263062,
2015-09-12,06:00,BIAL,2m,53.132080,23.138750,180,153,163.179001,159.666626,285.250122,67.813911,1008.333069,
2015-09-12,06:00,BILG,interp,50.531502,22.718580,182,80,209.287994,199.008224,285.632111,81.024269,1000.504272,
2015-09-12,06:00,BOGI,interp,52.474998,21.035219,147,131,109.163002,76.049057,286.834381,69.927536,1015.351257,
2015-09-12,06:00,BOGO,interp,52.475941,21.035330,147,131,118.807999,76.049057,286.761108,70.079765,1015.351257,
2015-09-12,06:00,BOR1,interp,52.276939,17.073469,80,121,89.070999,70.629730,287.099731,83.723442,1012.312439,
2015-09-12,06:00,BPDL,2m,52.035278,23.127359,184,122,167.332993,160.143936,286.430969,69.041580,1007.066467,
2015-09-12,06:00,BRSK,2m,52.741081,22.838610,176,141,139.964996,144.188492,285.895447,67.915199,1009.427002,
2015-09-12,06:00,BUZD,interp,50.466221,20.718941,146,74,261.860992,238.669373,286.854401,73.816574,994.079712,
2015-09-12,06:00,BYDG,2m,53.134560,17.993641,94,146,73.817001,72.225929,286.384644,91.782631,1013.453186,
2015-09-12,06:00,CCHN,interp,52.882778,20.597830,139,141,136.837997,117.037025,286.629639,70.436653,1010.395020,
2015-09-12,06:00,CFRM,interp,49.684811,18.353189,105,50,330.834991,311.812439,286.259796,86.086540,984.587158,
2015-09-12,06:00,CHEL,interp,51.130001,23.480419,193,98,225.889008,192.597015,285.900574,69.372658,1002.500488,
2015-09-12,06:00,CHNO,interp,53.164059,15.414060,51,145,70.629997,58.006088,287.227386,86.451286,1013.250244,
2015-09-12,06:00,CHOJ,2m,53.695190,17.552361,86,161,173.335999,171.235291,285.571564,87.438812,1001.806641,
2015-09-12,06:00,CLIB,2m,50.771690,15.059890,46,78,405.160004,448.088135,285.589996,86.118393,966.701721,
2015-09-12,06:00,CPAR,interp,50.039558,15.783250,59,58,239.246002,217.943283,286.491119,81.950134,994.245605,
2015-09-12,06:00,DRES,interp,51.029831,13.729690,22,86,159.828995,136.695953,285.934601,86.421257,1002.225159,
2015-09-12,06:00,DRWP,interp,53.526329,15.817470,58,155,136.826004,115.104370,286.202087,93.837646,1006.908020,
2015-09-12,06:00,DZIA,2m,53.230331,20.167391,131,151,176.028000,174.086426,286.859772,67.491325,1003.557495,
2015-09-12,06:00,ELBL,2m,54.155560,19.400360,116,175,23.635000,21.898973,287.673950,69.637428,1022.150146,
2015-09-12,06:00,GANP,interp,49.034721,20.322941,143,34,704.125977,668.903809,284.754639,83.164261,944.423340,
2015-09-12,06:00,GDAN,2m,54.354561,18.642250,103,180,37.535000,46.637840,287.429688,72.401703,1018.702881,
2015-09-12,06:00,GIZY,2m,54.035782,21.767780,155,175,138.546997,134.903992,285.854248,67.381523,1010.821960,
2015-09-12,06:00,GLOG,interp,51.665249,16.074280,63,104,104.566002,86.521759,286.322815,86.545197,1009.551270,
2015-09-12,06:00,GNIE,interp,52.532940,17.583860,88,129,138.826004,116.324875,286.837708,86.239136,1007.289307,
2015-09-12,06:00,GOLE,2m,53.558720,14.838000,42,156,33.713001,24.295349,287.356232,86.037605,1017.333069,
2015-09-12,06:00,GOPE,interp,49.913689,14.785610,41,54,547.552979,383.208588,283.470398,94.832428,974.460205,
